tid,trening per uke,alder,klasse,løpsted
0:46:58,2,27,dame,Tromsø
0:50:28,1,66,herre,Bergen
0:47:48,3,62,herre,Tromsø
0:46:58,2,48,herre,Kristiansand
0:47:11,3,40,dame,Oslo
0:21:59,11,30,herre,Oslo
0:39:23,11,30,dame,Kristiansand
0:40:50,5,37,herre,Tromsø
0:45:30,3,28,herre,Oslo
0:48:44,3,19,dame,Grimstad
0:33:50,2,35,herre,Kristiansand
0:53:52,3,62,herre,Grimstad
0:46:05,5,29,herre,Tromsø
0:38:55,2,18,herre,Bergen
0:27:58,4,18,herre,Tromsø
0:44:54,4,37,dame,Grimstad
0:37:00,12,29,dame,Bergen
0:38:06,7,23,dame,Kristiansand
0:46:24,3,29,dame,Oslo
0:26:44,7,41,herre,Kristiansand
0:44:09,4,24,dame,Tromsø
0:53:34,1,38,dame,Tromsø
0:38:57,2,45,herre,Kristiansand
0:50:18,5,33,herre,Oslo
0:45:51,7,27,dame,Grimstad
0:43:16,4,37,dame,Kristiansand
0:28:51,11,19,dame,Grimstad
0:40:32,5,37,dame,Kristiansand
0:39:09,8,34,dame,Bergen
0:43:24,9,56,dame,Tromsø
0:24:12,6,41,herre,Bergen
0:38:07,12,42,dame,Bergen
0:26:26,5,34,herre,Oslo
0:37:12,11,40,dame,Kristiansand
0:59:21,1,44,dame,Bergen
0:40:28,3,25,dame,Tromsø
0:35:42,5,48,herre,Kristiansand
0:54:08,1,47,dame,Tromsø
0:49:01,4,49,dame,Grimstad
0:43:25,4,30,dame,Oslo
0:55:47,1,46,dame,Grimstad
0:39:51,1,39,herre,Kristiansand
0:32:55,4,31,herre,Oslo
0:23:40,10,22,herre,Oslo
0:41:10,6,54,herre,Grimstad
0:36:32,6,32,herre,Grimstad
0:34:40,2,36,herre,Kristiansand
0:27:41,10,54,herre,Bergen
0:32:17,10,56,herre,Tromsø
0:37:49,6,39,dame,Grimstad
0:25:48,10,41,herre,Oslo
0:23:59,6,22,herre,Tromsø
0:39:49,7,40,herre,Kristiansand
0:48:46,4,30,dame,Oslo
0:45:25,2,32,herre,Tromsø
0:39:16,4,44,herre,Kristiansand
0:47:19,4,41,dame,Grimstad
0:53:43,1,33,dame,Kristiansand
0:37:01,2,56,herre,Bergen
0:41:18,1,28,herre,Oslo
0:30:28,3,56,herre,Tromsø
0:42:03,2,25,herre,Oslo
0:48:43,4,36,dame,Kristiansand
0:55:42,1,30,dame,Oslo
0:38:39,10,24,dame,Grimstad
0:25:23,5,45,herre,Grimstad
0:43:33,4,23,dame,Tromsø
0:59:09,3,72,herre,Tromsø
0:35:47,5,60,herre,Oslo
0:48:47,6,71,herre,Tromsø
0:36:59,9,27,herre,Oslo
0:39:29,4,28,dame,Bergen
0:43:07,5,33,dame,Oslo
0:46:08,3,26,dame,Bergen
0:37:49,8,46,dame,Tromsø
0:45:39,3,31,dame,Grimstad
0:35:18,8,34,herre,Oslo
0:42:04,5,38,dame,Bergen
0:43:40,7,43,dame,Grimstad
0:43:02,1,58,herre,Kristiansand
0:46:01,5,52,dame,Tromsø
0:32:59,2,47,herre,Tromsø
0:36:30,3,31,herre,Kristiansand
0:45:05,11,69,dame,Kristiansand
0:24:57,5,21,herre,Kristiansand
0:30:35,6,23,herre,Tromsø
0:35:21,4,63,herre,Grimstad
0:41:16,5,31,dame,Kristiansand
0:45:42,1,50,dame,Bergen
0:35:34,9,34,dame,Grimstad
0:32:34,11,26,herre,Grimstad
0:34:59,11,37,dame,Oslo
0:46:58,1,33,dame,Tromsø
0:56:20,3,51,dame,Grimstad
0:23:58,9,48,herre,Grimstad
0:44:12,3,38,dame,Oslo
0:36:38,2,47,herre,Bergen
0:39:45,5,43,dame,Bergen
0:48:54,3,55,dame,Bergen
0:56:06,2,43,dame,Tromsø
0:41:03,4,57,herre,Bergen
0:47:10,10,31,dame,Bergen
0:40:02,2,24,dame,Tromsø
0:28:37,4,44,dame,Tromsø
0:38:36,4,21,dame,Tromsø
0:50:23,3,22,dame,Oslo
0:53:22,2,53,herre,Grimstad
0:51:32,5,45,dame,Kristiansand
0:41:48,5,43,dame,Grimstad
0:34:49,4,24,herre,Bergen
0:49:44,11,88,herre,Tromsø
0:27:45,10,43,herre,Kristiansand
0:58:53,8,74,dame,Oslo
0:46:28,3,44,dame,Kristiansand
0:31:17,11,19,dame,Tromsø
0:38:15,8,48,herre,Bergen
0:59:17,2,25,dame,Bergen
0:40:25,14,48,herre,Tromsø
0:30:42,2,40,herre,Grimstad
0:57:21,10,66,dame,Tromsø
0:37:58,7,18,dame,Grimstad
0:29:26,8,35,herre,Tromsø
0:29:35,12,29,dame,Grimstad
0:54:41,1,37,dame,Tromsø
0:38:39,3,52,herre,Bergen
0:45:32,4,23,dame,Kristiansand
0:51:05,3,54,dame,Kristiansand
0:47:28,2,65,herre,Tromsø
0:40:50,1,48,herre,Grimstad
0:38:45,9,38,herre,Bergen
0:53:58,3,39,dame,Kristiansand
0:45:27,3,41,dame,Kristiansand
0:39:50,6,28,dame,Oslo
0:46:52,3,30,dame,Tromsø
0:39:15,5,44,dame,Kristiansand
0:33:59,11,28,herre,Kristiansand
0:47:30,3,38,dame,Grimstad
0:41:47,4,36,herre,Tromsø
0:40:59,5,29,herre,Tromsø
0:40:11,5,42,herre,Kristiansand
0:44:25,1,25,herre,Bergen
0:43:34,4,34,dame,Kristiansand
0:34:46,13,50,dame,Kristiansand
0:51:40,1,35,herre,Kristiansand
0:34:19,3,18,herre,Kristiansand
0:30:45,4,20,herre,Oslo
0:51:37,1,49,dame,Oslo
0:38:52,1,27,herre,Bergen
0:57:08,5,87,herre,Tromsø
0:36:42,3,34,dame,Kristiansand
0:16:23,12,42,herre,Kristiansand
0:27:14,8,55,herre,Tromsø
0:28:37,7,18,herre,Oslo
0:50:39,4,71,dame,Kristiansand
0:43:32,3,25,dame,Kristiansand
0:46:35,4,58,herre,Kristiansand
0:57:01,3,31,dame,Tromsø
0:50:34,3,51,dame,Grimstad
0:24:24,3,24,herre,Kristiansand
0:35:54,2,40,herre,Tromsø
0:47:42,1,44,dame,Bergen
0:55:34,1,54,herre,Oslo
0:44:26,3,62,herre,Grimstad
0:26:14,3,42,herre,Grimstad
0:45:23,5,58,dame,Oslo
0:27:43,5,37,herre,Grimstad
0:45:16,3,53,herre,Kristiansand
0:38:05,10,18,herre,Bergen
0:40:00,6,44,herre,Kristiansand
0:43:52,6,44,dame,Oslo
0:53:11,5,61,herre,Grimstad
0:47:01,3,39,herre,Bergen
0:52:17,4,58,herre,Grimstad
0:36:51,3,31,herre,Tromsø
0:38:13,2,43,herre,Bergen
0:32:12,3,37,herre,Kristiansand
0:34:45,4,46,herre,Bergen
0:44:34,5,19,dame,Grimstad
0:26:55,8,30,herre,Grimstad
0:47:42,2,34,dame,Tromsø
0:47:29,3,31,dame,Tromsø
0:47:46,4,47,dame,Oslo
0:28:28,11,42,herre,Oslo
0:47:09,2,18,dame,Tromsø
0:30:32,8,27,herre,Tromsø
0:28:24,1,29,herre,Kristiansand
0:41:11,1,41,herre,Bergen
0:53:26,2,47,dame,Kristiansand
0:21:25,8,37,herre,Oslo
0:47:45,3,36,herre,Tromsø
0:43:25,2,23,dame,Bergen
0:33:47,6,40,herre,Kristiansand
0:44:14,4,50,dame,Grimstad
0:36:56,4,43,herre,Grimstad
0:54:42,5,59,dame,Tromsø
0:56:41,6,73,dame,Kristiansand
0:41:57,8,84,herre,Grimstad
0:30:54,11,32,dame,Tromsø
0:48:05,2,63,herre,Grimstad
0:44:39,7,39,dame,Bergen
0:24:47,9,31,herre,Bergen
0:43:18,2,33,dame,Bergen
0:44:58,2,22,dame,Kristiansand
0:42:09,3,51,herre,Grimstad
0:44:31,5,46,herre,Grimstad
0:46:26,3,70,herre,Grimstad
0:45:12,2,28,dame,Kristiansand
0:36:10,1,21,herre,Bergen
0:38:16,2,27,herre,Grimstad
0:29:34,11,35,herre,Oslo
0:33:37,5,20,herre,Oslo
0:29:51,4,18,herre,Oslo
0:40:42,2,45,dame,Kristiansand
0:43:02,2,58,herre,Tromsø
0:47:25,2,30,dame,Bergen
0:42:34,5,23,dame,Tromsø
0:26:47,5,37,herre,Kristiansand
0:42:31,2,29,herre,Oslo
0:47:56,3,37,dame,Oslo
0:26:55,5,18,herre,Kristiansand
0:34:24,8,29,herre,Kristiansand
0:49:07,3,41,dame,Tromsø
0:40:45,3,23,herre,Bergen
0:47:49,11,45,dame,Bergen
0:44:21,3,27,dame,Grimstad
0:28:17,9,31,herre,Kristiansand
0:56:38,3,65,dame,Tromsø
0:41:19,3,20,dame,Tromsø
0:47:08,2,41,dame,Tromsø
0:58:16,1,36,dame,Grimstad
0:50:41,2,49,dame,Grimstad
0:23:36,3,41,herre,Kristiansand
0:50:28,6,45,dame,Grimstad
0:33:39,4,39,herre,Tromsø
0:48:21,2,30,dame,Grimstad
0:53:00,6,68,dame,Grimstad
0:38:42,3,37,dame,Grimstad
0:47:26,3,72,herre,Tromsø
0:33:03,5,39,herre,Tromsø
0:47:17,4,49,herre,Tromsø
0:30:23,3,44,herre,Tromsø
0:31:00,6,29,herre,Tromsø
0:47:17,5,35,herre,Bergen
0:40:36,3,43,dame,Bergen
0:59:06,3,69,dame,Grimstad
0:48:55,1,33,herre,Oslo
0:40:44,4,40,dame,Grimstad
0:45:35,12,47,herre,Kristiansand
0:53:00,1,48,dame,Grimstad
0:35:03,10,33,herre,Oslo
0:46:11,5,33,dame,Oslo
0:59:05,4,69,dame,Bergen
0:37:14,4,30,herre,Tromsø
0:45:37,2,18,dame,Kristiansand
0:35:26,2,36,herre,Oslo
0:47:30,1,46,herre,Tromsø
0:43:58,3,60,dame,Grimstad
0:33:06,12,34,dame,Bergen
0:28:21,4,45,herre,Oslo
0:18:26,10,29,herre,Bergen
0:41:03,6,22,dame,Bergen
0:50:02,2,22,dame,Grimstad
0:35:50,3,63,herre,Grimstad
0:38:20,5,25,dame,Kristiansand
0:30:08,4,24,herre,Tromsø
0:56:47,3,65,dame,Grimstad
0:37:30,3,46,herre,Oslo
0:39:50,3,53,herre,Bergen
0:36:36,5,28,dame,Kristiansand
0:52:14,4,53,dame,Grimstad
0:36:04,4,74,herre,Bergen
0:57:53,3,61,dame,Grimstad
0:35:01,7,22,herre,Grimstad
0:33:15,6,22,herre,Bergen
0:59:27,1,61,dame,Kristiansand
0:37:21,7,39,herre,Tromsø
0:48:40,3,51,dame,Bergen
0:32:16,12,23,herre,Tromsø
0:40:13,4,26,dame,Tromsø
0:48:10,12,63,dame,Oslo
0:51:54,2,42,herre,Grimstad
0:52:28,5,57,herre,Tromsø
0:33:22,8,50,herre,Oslo
0:48:30,1,20,herre,Grimstad
0:55:49,7,62,herre,Oslo
0:37:38,7,65,herre,Bergen
0:24:58,8,39,herre,Tromsø
0:40:06,8,47,dame,Bergen
0:44:56,2,28,dame,Bergen
0:30:46,10,40,herre,Tromsø
0:32:38,10,38,herre,Bergen
0:31:02,3,26,herre,Grimstad
0:39:49,1,35,herre,Tromsø
0:43:50,6,38,dame,Kristiansand
0:41:41,2,43,herre,Bergen
0:32:09,4,25,herre,Tromsø
0:43:22,2,29,herre,Oslo
0:25:05,4,41,herre,Tromsø
0:50:48,4,49,dame,Oslo
0:47:47,1,43,herre,Bergen
0:35:31,4,40,herre,Oslo
0:41:21,9,44,herre,Oslo
0:54:11,1,56,dame,Tromsø
0:36:30,13,22,herre,Grimstad
0:55:05,5,80,herre,Bergen
0:30:52,3,25,herre,Tromsø
0:41:22,11,47,herre,Kristiansand
0:40:27,1,20,herre,Grimstad
0:39:43,5,35,dame,Bergen
0:45:00,4,31,dame,Grimstad
0:55:47,5,71,herre,Kristiansand
0:33:20,5,32,herre,Grimstad
0:50:44,4,32,dame,Grimstad
0:46:48,11,37,dame,Bergen
0:33:26,5,38,herre,Oslo
0:40:34,4,42,dame,Bergen
0:30:50,10,21,dame,Grimstad
0:50:41,6,62,dame,Tromsø
0:36:47,3,46,herre,Kristiansand
0:38:54,3,26,herre,Tromsø
0:43:32,4,37,dame,Kristiansand
0:40:54,4,37,dame,Bergen
0:34:58,8,28,dame,Grimstad
0:40:24,2,28,dame,Kristiansand
0:27:19,12,49,herre,Kristiansand
0:44:25,2,40,herre,Bergen
0:44:30,4,47,dame,Grimstad
0:51:01,9,34,herre,Kristiansand
0:45:57,5,49,herre,Bergen
0:39:07,8,46,dame,Kristiansand
0:47:51,3,19,herre,Grimstad
0:30:52,12,28,dame,Bergen
0:37:07,2,22,herre,Kristiansand
0:44:09,2,26,herre,Bergen
0:24:06,8,29,herre,Kristiansand
0:49:05,2,37,dame,Kristiansand
0:43:21,12,66,herre,Grimstad
0:45:32,2,31,herre,Bergen
0:32:42,2,37,dame,Oslo
0:43:54,7,75,herre,Grimstad
0:49:25,3,48,herre,Grimstad
0:23:23,9,30,herre,Tromsø
0:41:52,2,27,herre,Oslo
0:30:14,10,45,herre,Tromsø
0:37:42,5,32,dame,Kristiansand
0:51:43,1,30,dame,Bergen
0:39:13,4,61,herre,Grimstad
0:52:46,5,71,herre,Oslo
0:32:25,3,27,dame,Oslo
0:37:53,8,41,dame,Grimstad
0:45:27,3,26,herre,Kristiansand
0:45:00,2,27,dame,Oslo
0:51:05,3,50,dame,Grimstad
0:45:34,1,46,herre,Oslo
0:31:38,3,55,herre,Oslo
0:30:11,6,38,herre,Bergen
0:54:18,2,52,herre,Oslo
0:46:37,3,28,dame,Grimstad
0:43:25,5,20,dame,Kristiansand
0:21:15,10,20,herre,Oslo
0:39:59,8,23,dame,Grimstad
0:48:24,3,62,herre,Kristiansand
0:57:47,3,64,dame,Oslo
0:28:44,5,46,herre,Kristiansand
0:46:21,11,66,herre,Tromsø
0:57:45,9,66,dame,Tromsø
0:39:09,9,60,herre,Oslo
0:44:04,3,44,dame,Tromsø
0:38:50,3,45,herre,Kristiansand
0:34:25,2,29,herre,Grimstad
0:47:34,2,26,dame,Kristiansand
0:50:12,4,56,dame,Tromsø
0:21:14,8,39,herre,Oslo
0:43:23,11,37,dame,Tromsø
0:45:42,3,53,herre,Grimstad
0:44:26,1,53,herre,Bergen
0:44:00,4,39,dame,Bergen
0:38:15,4,24,herre,Tromsø
0:54:59,3,67,dame,Kristiansand
0:37:20,3,45,herre,Kristiansand
0:48:49,8,33,dame,Kristiansand
0:37:07,3,52,herre,Bergen
0:34:47,3,38,herre,Grimstad
0:55:20,3,35,dame,Bergen
0:38:57,5,56,dame,Grimstad
0:41:56,6,30,dame,Grimstad
0:32:25,5,41,herre,Bergen
0:34:45,5,43,dame,Tromsø
0:35:34,6,43,dame,Tromsø
0:24:46,10,35,herre,Grimstad
0:35:50,9,69,herre,Grimstad
0:36:05,3,28,herre,Bergen
0:35:13,5,21,herre,Bergen
0:56:37,3,70,herre,Kristiansand
0:45:18,1,25,herre,Oslo
0:44:53,9,25,dame,Kristiansand
0:20:55,3,34,herre,Kristiansand
0:49:45,1,42,dame,Kristiansand
0:42:29,5,31,dame,Oslo
0:52:29,1,52,herre,Kristiansand
0:40:31,8,35,herre,Kristiansand
0:28:46,13,39,herre,Kristiansand
0:46:06,3,25,dame,Tromsø
0:29:21,3,19,herre,Bergen
0:41:55,4,25,dame,Kristiansand
0:46:11,3,38,dame,Tromsø
0:39:33,10,23,herre,Bergen
0:43:02,6,56,dame,Kristiansand
0:43:14,1,34,dame,Bergen
0:39:08,6,39,herre,Grimstad
0:52:15,2,42,dame,Grimstad
0:51:38,2,37,dame,Grimstad
0:59:26,2,78,herre,Bergen
0:36:01,2,52,herre,Grimstad
0:31:06,3,18,herre,Grimstad
0:42:00,2,28,herre,Oslo
0:26:17,3,29,herre,Kristiansand
0:46:04,3,44,dame,Tromsø
0:40:51,7,32,dame,Oslo
0:32:57,4,18,herre,Oslo
0:31:04,9,27,dame,Kristiansand
0:49:34,5,66,herre,Grimstad
0:44:39,5,27,herre,Tromsø
0:27:59,3,51,herre,Kristiansand
0:40:29,9,18,herre,Tromsø
0:24:36,4,24,herre,Tromsø
0:32:29,8,38,herre,Bergen
0:44:42,2,50,dame,Kristiansand
0:47:43,3,51,dame,Bergen
0:42:19,6,51,dame,Kristiansand
0:30:21,4,40,herre,Grimstad
0:29:36,3,37,herre,Grimstad
0:45:20,2,42,dame,Oslo
0:35:50,3,39,herre,Tromsø
0:28:00,4,50,herre,Kristiansand
0:39:20,9,25,dame,Tromsø
0:23:56,10,42,herre,Bergen
0:51:58,5,54,dame,Tromsø
0:39:29,5,38,dame,Tromsø
0:55:43,4,57,dame,Tromsø
0:39:32,7,35,dame,Grimstad
0:51:11,3,18,dame,Bergen
0:59:24,3,59,dame,Oslo
0:53:55,1,32,herre,Bergen
0:28:36,10,55,herre,Bergen
0:38:41,1,54,herre,Grimstad
0:55:39,4,65,dame,Bergen
0:43:51,2,40,herre,Tromsø
0:34:28,4,27,herre,Kristiansand
0:49:13,6,27,dame,Oslo
0:28:43,4,38,herre,Grimstad
0:39:35,5,38,herre,Grimstad
0:59:50,1,55,herre,Bergen
0:43:02,4,25,dame,Oslo
0:35:51,7,34,herre,Bergen
0:42:36,5,26,dame,Tromsø
0:30:47,3,40,herre,Kristiansand
0:34:14,7,38,dame,Bergen
0:25:26,8,34,herre,Oslo
0:54:13,2,21,dame,Grimstad
0:40:49,4,18,herre,Grimstad
0:34:25,8,25,herre,Grimstad
0:33:51,5,25,herre,Tromsø
0:31:39,1,34,herre,Oslo
0:58:58,4,51,herre,Oslo
0:37:07,4,29,dame,Tromsø
0:39:05,12,44,dame,Kristiansand
0:56:11,3,73,herre,Oslo
0:28:37,13,22,dame,Tromsø
0:41:06,3,70,herre,Grimstad
0:41:19,2,30,dame,Tromsø
0:31:28,3,23,herre,Bergen
0:44:31,4,40,dame,Bergen
0:51:01,2,63,herre,Kristiansand
0:29:20,3,43,herre,Kristiansand
0:33:54,3,45,herre,Bergen
0:39:31,3,33,dame,Kristiansand
0:47:00,4,33,dame,Grimstad
0:22:41,8,44,herre,Tromsø
0:34:17,3,18,herre,Oslo
0:36:44,3,41,herre,Grimstad
0:36:22,7,46,dame,Tromsø
0:29:25,1,23,herre,Bergen
0:56:50,1,38,dame,Tromsø
0:49:04,4,57,dame,Kristiansand
0:49:34,7,53,herre,Bergen
0:24:08,9,32,herre,Grimstad
0:51:15,3,64,dame,Kristiansand
0:31:02,10,42,herre,Kristiansand
0:52:49,1,39,dame,Grimstad
0:31:20,3,55,herre,Kristiansand
0:38:07,7,59,herre,Bergen
0:46:48,4,49,dame,Grimstad
0:38:11,3,50,herre,Kristiansand
0:31:28,2,32,herre,Grimstad
0:34:04,5,30,herre,Bergen
0:56:04,3,66,herre,Oslo
0:43:24,4,46,dame,Tromsø
0:37:32,5,28,dame,Oslo
0:47:03,2,42,dame,Grimstad
0:59:09,3,76,dame,Bergen
0:36:33,6,27,dame,Bergen
0:42:06,8,31,dame,Tromsø
0:27:59,10,34,herre,Bergen
0:26:58,5,30,herre,Bergen
0:48:00,2,36,dame,Tromsø
0:42:31,2,34,dame,Bergen
0:43:47,3,46,herre,Tromsø
0:27:28,8,26,herre,Bergen
0:44:09,4,39,dame,Grimstad
0:48:20,3,57,herre,Oslo
0:17:00,11,33,herre,Oslo
0:46:06,1,40,dame,Oslo
0:48:47,3,39,dame,Oslo
0:42:52,4,39,dame,Bergen
0:48:30,2,48,herre,Oslo
0:38:23,3,42,herre,Kristiansand
0:48:08,1,37,dame,Tromsø
0:41:35,3,21,dame,Grimstad
0:52:09,5,63,dame,Kristiansand
0:39:17,1,27,herre,Tromsø
0:38:40,11,59,herre,Tromsø
0:48:01,3,39,dame,Oslo
0:46:05,5,34,dame,Oslo
0:44:28,2,31,herre,Grimstad
0:47:09,2,42,dame,Oslo
0:49:54,5,38,dame,Oslo
0:44:03,2,25,dame,Grimstad
0:48:49,1,27,herre,Bergen
0:28:29,4,37,herre,Bergen
0:44:03,5,49,dame,Grimstad
0:42:31,2,34,dame,Tromsø
0:34:29,5,26,herre,Oslo
0:54:33,7,72,herre,Grimstad
0:33:01,12,56,herre,Bergen
0:43:50,3,51,herre,Tromsø
0:29:35,9,33,herre,Oslo
0:44:39,3,40,herre,Grimstad
0:34:11,5,63,herre,Kristiansand
0:36:59,3,22,herre,Grimstad
0:39:32,3,35,herre,Bergen
0:42:09,2,38,herre,Bergen
0:36:29,3,37,herre,Grimstad
0:49:02,3,45,dame,Oslo
0:41:05,1,28,herre,Oslo
0:44:19,3,24,dame,Bergen
0:47:09,8,57,dame,Grimstad
0:38:27,8,58,herre,Tromsø
0:35:51,9,38,herre,Tromsø
0:48:22,3,49,herre,Oslo
0:46:59,1,30,dame,Tromsø
0:39:09,4,29,dame,Grimstad
0:26:18,11,22,herre,Grimstad
0:43:54,3,37,herre,Oslo
0:44:41,3,33,dame,Bergen
0:34:12,10,54,herre,Oslo
0:48:22,3,62,herre,Kristiansand
0:30:02,4,32,herre,Tromsø
0:51:17,4,49,dame,Oslo
0:47:15,2,50,dame,Grimstad
0:37:39,3,41,herre,Grimstad
0:44:00,4,30,herre,Oslo
0:34:07,9,58,herre,Oslo
0:35:51,13,56,herre,Oslo
0:34:06,4,38,herre,Oslo
0:48:56,3,48,dame,Kristiansand
0:26:26,6,23,herre,Grimstad
0:47:24,3,61,herre,Kristiansand
0:50:58,11,49,dame,Kristiansand
0:57:28,1,58,herre,Oslo
0:37:51,5,26,dame,Grimstad
0:51:11,1,42,herre,Kristiansand
0:50:39,3,60,herre,Kristiansand
0:40:29,9,52,dame,Tromsø
0:26:39,10,28,herre,Oslo
0:34:42,8,34,dame,Kristiansand
0:31:40,13,33,herre,Kristiansand
0:49:54,5,30,dame,Grimstad
0:35:00,3,36,herre,Bergen
0:38:13,5,53,herre,Bergen
0:42:58,4,27,dame,Bergen
0:29:52,5,33,herre,Grimstad
0:45:23,5,43,dame,Grimstad
0:36:18,7,23,herre,Oslo
0:46:00,4,37,dame,Oslo
0:40:01,7,63,herre,Kristiansand
0:51:51,4,63,dame,Grimstad
0:46:46,3,36,dame,Oslo
0:34:16,4,30,herre,Kristiansand
0:34:10,8,58,herre,Grimstad
0:36:44,7,25,dame,Grimstad
0:39:24,4,35,dame,Grimstad
0:39:04,8,51,dame,Kristiansand
0:57:35,3,64,dame,Oslo
0:39:32,14,53,herre,Tromsø
0:43:36,5,27,dame,Oslo
0:46:52,4,32,dame,Oslo
0:26:06,4,18,herre,Oslo
0:41:06,3,48,herre,Bergen
0:32:12,4,24,herre,Kristiansand
0:42:13,3,31,herre,Tromsø
0:41:40,8,28,dame,Oslo
0:57:44,2,72,herre,Grimstad
0:41:53,6,31,herre,Kristiansand
0:44:48,3,48,herre,Kristiansand
0:31:13,5,34,herre,Tromsø
0:37:50,9,44,dame,Tromsø
0:43:45,9,59,dame,Kristiansand
0:53:19,1,29,dame,Oslo
0:38:43,2,43,herre,Bergen
0:42:37,5,38,dame,Tromsø
0:43:24,3,24,dame,Kristiansand
0:35:27,8,23,dame,Bergen
0:43:09,6,49,dame,Oslo
0:39:51,3,45,dame,Grimstad
0:25:27,5,40,herre,Grimstad
0:44:29,3,42,dame,Grimstad
0:48:10,5,35,dame,Kristiansand
0:46:58,11,60,herre,Tromsø
0:48:30,4,34,herre,Grimstad
0:39:40,10,28,dame,Grimstad
0:35:54,6,23,herre,Bergen
0:52:53,6,70,dame,Bergen
0:43:31,2,28,herre,Grimstad
0:45:29,13,55,dame,Oslo
0:39:30,3,25,dame,Bergen
0:39:58,2,26,dame,Bergen
0:48:03,6,53,dame,Grimstad
0:29:23,11,30,herre,Tromsø
0:43:20,3,18,dame,Tromsø
0:44:37,1,40,herre,Bergen
0:44:58,11,65,dame,Grimstad
0:34:56,12,26,dame,Oslo
0:36:13,12,42,dame,Bergen
0:32:04,3,31,herre,Tromsø
0:36:56,3,51,herre,Grimstad
0:41:12,2,52,herre,Bergen
0:34:16,6,46,herre,Kristiansand
0:44:30,4,22,dame,Grimstad
0:54:09,3,27,dame,Kristiansand
0:47:36,3,30,dame,Tromsø
0:32:49,4,19,herre,Oslo
0:54:46,2,27,dame,Oslo
0:32:02,6,62,herre,Bergen
0:38:03,3,21,herre,Bergen
0:37:10,8,47,herre,Tromsø
0:36:16,12,39,dame,Oslo
0:29:54,4,42,herre,Kristiansand
0:38:15,2,34,herre,Tromsø
0:39:01,4,33,herre,Kristiansand
0:40:51,6,19,herre,Grimstad
0:49:45,3,22,dame,Grimstad
0:41:53,4,40,dame,Kristiansand
0:55:39,2,26,dame,Bergen
0:47:20,7,39,dame,Bergen
0:36:47,4,47,dame,Grimstad
0:25:09,2,31,herre,Grimstad
0:45:25,10,47,dame,Grimstad
0:32:31,2,19,herre,Bergen
0:59:39,4,76,dame,Bergen
0:36:05,4,25,herre,Tromsø
0:34:12,11,50,dame,Grimstad
0:32:10,8,32,herre,Oslo
0:47:25,5,46,dame,Kristiansand
0:48:07,2,55,herre,Oslo
0:45:44,2,43,herre,Tromsø
0:34:27,4,18,herre,Tromsø
0:48:12,3,71,herre,Oslo
0:49:59,5,60,herre,Bergen
0:42:54,4,41,dame,Grimstad
0:50:16,1,62,herre,Bergen
0:25:17,5,32,dame,Kristiansand
0:36:46,2,22,herre,Bergen
0:33:32,10,35,dame,Kristiansand
0:45:37,3,63,herre,Oslo
0:47:37,4,40,dame,Kristiansand
0:42:21,3,51,dame,Bergen
0:57:31,3,31,dame,Tromsø
0:34:50,7,45,herre,Bergen
0:56:41,1,40,dame,Tromsø
0:35:17,5,27,herre,Bergen
0:34:30,3,22,herre,Tromsø
0:42:41,7,30,herre,Bergen
0:32:18,2,27,herre,Tromsø
0:38:09,9,67,herre,Bergen
0:35:15,3,25,herre,Grimstad
0:56:12,1,29,dame,Grimstad
0:52:26,1,20,herre,Grimstad
0:47:21,3,53,dame,Kristiansand
0:30:44,12,34,herre,Bergen
0:44:22,1,63,herre,Grimstad
0:47:11,3,62,herre,Bergen
0:42:59,1,32,dame,Kristiansand
0:31:47,3,45,herre,Oslo
0:29:23,11,32,dame,Tromsø
0:36:26,2,43,herre,Bergen
0:33:02,3,37,dame,Oslo
0:33:45,3,55,herre,Oslo
0:49:05,5,64,herre,Grimstad
0:30:09,7,37,herre,Grimstad
0:25:25,10,33,herre,Kristiansand
0:46:53,9,61,dame,Oslo
0:48:36,1,38,dame,Bergen
0:55:34,3,73,herre,Tromsø
0:39:02,6,19,herre,Kristiansand
0:47:20,3,42,dame,Tromsø
0:40:45,4,30,dame,Grimstad
0:30:08,4,50,herre,Oslo
0:51:41,4,53,dame,Bergen
0:43:48,1,41,herre,Kristiansand
0:33:09,4,43,herre,Oslo
0:31:48,3,35,herre,Kristiansand
0:29:23,9,40,dame,Oslo
0:40:23,2,39,herre,Tromsø
0:28:55,4,23,herre,Kristiansand
0:30:43,9,24,dame,Bergen
0:51:37,11,63,dame,Oslo
0:24:24,16,24,herre,Bergen
0:59:29,12,68,dame,Kristiansand
0:59:26,3,58,dame,Oslo
0:43:50,6,52,dame,Grimstad
0:50:59,4,63,herre,Bergen
0:35:17,3,29,herre,Kristiansand
0:49:08,1,47,dame,Tromsø
0:38:24,2,42,herre,Oslo
0:35:04,11,45,dame,Kristiansand
0:28:51,11,25,dame,Oslo
0:47:18,2,50,dame,Grimstad
0:33:37,5,24,herre,Tromsø
0:30:10,8,39,herre,Tromsø
0:55:24,6,69,dame,Oslo
0:58:41,3,65,dame,Tromsø
0:39:37,6,49,dame,Grimstad
0:36:56,3,21,dame,Grimstad
0:29:09,13,24,herre,Kristiansand
0:52:56,5,64,herre,Oslo
0:40:26,3,63,herre,Tromsø
0:24:51,1,27,herre,Kristiansand
0:49:17,5,51,dame,Grimstad
0:24:39,9,44,herre,Tromsø
0:41:10,10,48,dame,Bergen
0:44:43,3,48,dame,Oslo
