ProductID,FatContent,Visibility,StoreType,SizeStore,MRP,Sales
FDG29,Low Fat,0.056281276,Supermarket Type1,Small,40.3454,796.9626
FDK51,Low Fat,0.008762556,Grocery Store,,266.6884,264.9884
FDB53,Low Fat,0.139669224,Supermarket Type1,Medium,147.6392,1938.8096
DRI23,Low Fat,0.13797299300000002,Supermarket Type1,,158.4578,1444.1202
FDP57,Low Fat,-99.0,Supermarket Type1,Small,102.999,2992.771
FDY57,reg,0.121940099,Supermarket Type1,,95.3752,1150.5024
NCT42,Low Fat,0.024926013,Supermarket Type1,Medium,149.9392,1491.392
FDZ21,Regular,0.039031927,Supermarket Type3,Medium,95.641,1737.7379999999996
FDC50,Low Fat,0.13727,Supermarket Type1,,94.4094,1904.188
FDT40,Low Fat,0.095989602,Supermarket Type1,,127.3678,508.6712
FDD50,Low Fat,0.142443405,Supermarket Type1,,170.4132,4396.9432
DRI23,Low Fat,0.137410256,Supermarket Type1,Medium,161.7578,1604.578
FDQ46,Low Fat,0.104400238,Supermarket Type1,,113.5544,894.8352
NCW06,Low Fat,-99.0,Supermarket Type1,Small,190.8162,3271.0754
NCX06,Low Fat,0.015750947,Supermarket Type2,Medium,182.5976,1629.8784
NCE19,Low Fat,0.092937216,Supermarket Type1,High,54.6956,764.3384
FDI60,Regular,0.03828933,Supermarket Type1,High,64.751,126.502
FDC47,Low Fat,0.208162156,Grocery Store,Small,228.1694,228.3694
FDE02,Low Fat,0.121936216,Supermarket Type1,,94.4778,2628.5784
FDE11,Regular,0.135646297,Supermarket Type2,Medium,186.0924,3516.7556
FDP11,Low Fat,0.069240685,Supermarket Type1,,217.5166,653.1498
FDB08,Low Fat,0.03127929,Supermarket Type1,,160.3578,2406.867
FDL48,Regular,0.08186804,Supermarket Type3,Medium,46.8034,1069.2748
FDH26,Regular,0.034753686,Supermarket Type1,Medium,141.5496,1976.0944
FDI33,Low Fat,0.028476451,Supermarket Type1,,91.0146,1368.219
FDQ26,Regular,0.067872402,Supermarket Type1,Small,57.8562,355.5372
FDN03,Regular,0.026420581,Grocery Store,Small,250.9408,1001.3632
FDO13,Low Fat,0.061183503,Supermarket Type1,,164.5526,1644.526
NCJ29,Low Fat,0.035247642,Supermarket Type1,Medium,84.7224,1619.2256
FDE52,Regular,0.02974207,Supermarket Type3,Medium,88.9514,3453.5046
FDA52,Regular,0.128397995,Supermarket Type1,Small,178.33700000000005,1411.496
FDF57,Regular,0.05891884400000001,Supermarket Type1,Medium,169.7448,3238.4512
NCO26,Low Fat,0.07679167099999999,Supermarket Type1,High,116.4492,2316.984
DRL59,Low Fat,0.021220113,Supermarket Type1,Small,55.1298,1240.3854
FDC60,Regular,0.2004264,Grocery Store,Small,88.8514,265.6542
DRD25,Low Fat,0.07858962900000001,Supermarket Type3,Medium,113.286,2716.4640000000004
FDB26,Regular,0.031261583,Supermarket Type1,Small,52.56399999999999,639.168
FDK51,Low Fat,0.005235143,Supermarket Type1,Small,265.8884,2649.884
FDE53,Low Fat,0.027032204,Supermarket Type1,,106.328,852.2239999999998
FDV24,Low Fat,0.172856719,Grocery Store,,148.205,449.415
FDI34,Regular,0.08561751699999999,Supermarket Type1,,229.3668,2303.668
FDL36,Low Fat,0.127334766,Grocery Store,,88.28299999999999,89.883
NCA54,Low Fat,0.036641597000000005,Supermarket Type1,Small,178.7318,1263.0226
FDI38,Regular,0.014656564,Supermarket Type1,,208.5638,2277.7018
FDG31,Low Fat,0.037864854,Supermarket Type1,High,63.0826,322.913
FDA21,Low Fat,0.036016619,Supermarket Type1,Medium,186.3924,1295.6468
FDI09,Regular,0.12953868,Supermarket Type1,Medium,240.288,2396.88
FDI20,Low Fat,0.038531668,Supermarket Type1,High,210.6586,5487.5236
DRI51,LF,-99.0,Supermarket Type1,,171.5764,4637.9628
DRZ11,Regular,0.112119359,Supermarket Type3,Medium,123.0388,1981.4208
FDY07,Low Fat,-99.0,Supermarket Type3,Medium,45.9402,872.8638
FDC58,Low Fat,0.041907414,Supermarket Type1,High,43.8428,175.7712
NCC30,Low Fat,0.027556247,Supermarket Type1,High,176.6344,1962.7784
FDY03,Regular,0.07605848400000001,Supermarket Type1,High,111.8202,2025.3636
FDZ44,Low Fat,0.038729057,Supermarket Type1,Small,117.1808,1874.8928
FDP28,Regular,0.080804019,Supermarket Type1,,261.1936,2348.9424
DRD15,Low Fat,0.056884225,Supermarket Type1,Medium,231.9642,3020.7346
FDL08,Low Fat,0.050000257,Supermarket Type1,,243.9144,4655.2736
FDP25,Low Fat,0.021207519,Supermarket Type1,Small,219.4824,1747.0592
DRK59,Low Fat,-99.0,Supermarket Type1,,232.9616,2812.3392
DRJ24,Low Fat,0.113307794,Supermarket Type1,Small,187.0924,1850.924
FDU33,Regular,0.225476528,Grocery Store,,45.1402,45.9402
FDX47,Regular,0.034800079,Supermarket Type1,,157.5288,1571.2879999999998
FDR46,Low Fat,0.139301634,Supermarket Type1,High,144.976,2783.044000000001
FDZ56,Low Fat,0.025612348,Supermarket Type3,Medium,168.2474,3200.5006
NCO26,Low Fat,0.077290355,Supermarket Type1,,116.9492,2316.984
FDV38,Low Fat,0.1017546,Supermarket Type1,Small,55.1956,491.3604
FDL13,Regular,0.094265737,Grocery Store,,233.93,233.03
FDD57,LF,0.022380952000000003,Supermarket Type1,High,93.6094,476.047
FDE46,Low Fat,0.01575657,Supermarket Type1,High,153.1366,3173.8686
FDB28,Low Fat,0.156307983,Grocery Store,,196.3426,790.9704
FDC41,Low Fat,0.195688803,Grocery Store,,77.367,153.134
DRI23,Low Fat,0.13747519,Supermarket Type1,,158.6578,3369.6138
FDL33,Low Fat,-99.0,Supermarket Type1,Small,197.2452,2348.9424
FDS03,Low Fat,0.07962861,Supermarket Type1,Small,63.4826,2002.0606
NCY18,Low Fat,0.03100078,Supermarket Type3,Medium,177.0054,2101.2648
FDE50,Regular,0.016202582,Supermarket Type1,Small,188.2556,3379.6008
FDT02,Low Fat,0.024190156,Supermarket Type1,Small,34.4874,494.0236
FDI34,Regular,0.08530861099999999,Supermarket Type1,,230.2668,5759.17
FDO15,Regular,0.008564925,Supermarket Type1,Small,73.2038,1404.1722
DRI39,LF,0.097457483,Supermarket Type2,Medium,55.393,1018.674
NCO14,Low Fat,0.029619203,Supermarket Type1,High,43.6086,624.5204
NCN19,Low Fat,-99.0,Supermarket Type1,Small,189.253,1518.024
DRJ25,Low Fat,0.15087286800000002,Supermarket Type1,,47.5692,1379.5376
FDE10,Regular,0.09031453,Supermarket Type2,Medium,130.5626,1180.4634
FDQ08,Regular,0.018930352,Supermarket Type1,Small,59.4536,857.5504
NCQ43,LF,0.111209003,Supermarket Type1,High,107.7912,982.7208
FDY57,reg,0.121153331,Supermarket Type1,High,97.3752,958.752
FDQ34,Low Fat,0.163160327,Supermarket Type1,,107.4622,1693.7952
NCG19,Low Fat,0.148163564,Supermarket Type1,Medium,232.7616,1874.8928
FDI33,Low Fat,0.028281197,Supermarket Type3,Medium,90.2146,3648.584
FDW27,Regular,0.15085330800000002,Supermarket Type1,Small,156.0314,2016.7082
FDH04,Regular,0.011437302,Supermarket Type1,,92.4488,1358.2320000000002
FDZ39,Regular,0.018024769,Supermarket Type1,Small,104.499,1031.99
NCK19,Low Fat,0.090448534,Supermarket Type1,Small,194.5478,774.9912
FDY20,Regular,0.08175276,Supermarket Type1,Small,89.0488,1267.6832
FDN39,Regular,0.109667698,Grocery Store,,166.0816,671.1264
NCY41,Low Fat,0.075735621,Supermarket Type1,Small,34.5532,323.5788
NCN14,Low Fat,0.091917786,Supermarket Type1,Small,182.7608,1837.608
FDR07,Low Fat,0.130127365,Grocery Store,,96.2094,190.4188
FDW49,LF,0.08248351599999999,Supermarket Type1,High,179.2002,2865.6032
FDN23,Regular,0.075507758,Supermarket Type1,Small,146.4444,1596.5884
FDS33,Regular,0.124126756,Supermarket Type1,,88.9514,2125.2336
FDY36,Low Fat,0.009425158,Supermarket Type1,Medium,74.83800000000002,1537.9979999999996
FDH20,Regular,0.024999711,Supermarket Type1,,97.841,1255.033
FDR15,Regular,0.058545605999999986,Grocery Store,Small,155.8314,310.2628
NCP50,Low Fat,0.020676141,Supermarket Type1,,80.6618,1208.427
FDS40,Low Fat,0.02346559,Grocery Store,,35.219,36.619
FDG38,Regular,0.05272914,Supermarket Type1,Small,86.4224,1022.6688
NCO18,Low Fat,0.024630755,Supermarket Type1,High,178.2686,2666.5290000000005
NCO54,LF,0.014274292,Supermarket Type1,Small,55.6614,718.3982
NCW18,Low Fat,0.059313603,Supermarket Type1,Small,238.1248,4266.4464
FDB36,Regular,0.048518008,Supermarket Type1,Small,132.9626,2360.9268
FDJ45,Low Fat,0.073349552,Supermarket Type1,High,34.2216,934.7832
FDP60,Low Fat,0.055648052,Supermarket Type3,Medium,100.3016,2833.6448
DRD12,Low Fat,0.077129323,Supermarket Type1,High,92.7146,1733.0774
FDR47,Low Fat,0.08782496699999999,Supermarket Type2,Medium,196.0794,1755.7146
FDJ10,Regular,0.13003120699999998,Supermarket Type2,Medium,142.4838,561.9352
DRC25,Low Fat,0.045334098,Supermarket Type1,High,87.0882,1803.6522
NCW54,Low Fat,0.096333029,Supermarket Type1,High,57.8588,1145.1760000000004
FDA26,Regular,0.07385892299999999,Supermarket Type1,High,218.6482,3723.8194
DRF01,LF,0.17504710399999998,Supermarket Type1,Small,146.9102,1895.5326
NCZ17,Low Fat,0.132952286,Grocery Store,,37.6506,37.9506
FDK46,Low Fat,0.08614586699999999,Grocery Store,,258.362,259.66200000000003
NCU41,Low Fat,0.0520115,Supermarket Type1,High,190.3846,3630.6074
FDV20,Regular,0.059790095,Supermarket Type1,Small,127.4678,3560.6984
FDT15,Regular,0.071440118,Grocery Store,,182.295,549.285
DRI25,Low Fat,0.03395415,Supermarket Type1,Medium,56.4614,773.6596
FDA40,Regular,0.099271209,Supermarket Type1,Small,88.5856,878.8560000000001
FDZ15,Low Fat,0.020769677,Supermarket Type3,Medium,117.5782,2741.0986
FDM13,Low Fat,0.06316338,Supermarket Type1,Small,132.2626,2098.6016
NCM05,Low Fat,0.059846975,Supermarket Type1,Small,262.5226,9779.9362
FDD38,reg,0.014342659,Grocery Store,Small,103.7674,203.7348
DRI01,Low Fat,0.057667173,Grocery Store,,172.1422,517.3266
DRG13,Low Fat,0.037155206,Supermarket Type1,High,166.4526,3782.4098
NCT30,Low Fat,0.08041772400000001,Supermarket Type1,Medium,48.8718,425.4462
NCG42,Low Fat,0.041227831,Supermarket Type1,Small,129.83100000000002,1947.465
FDB14,Regular,0.102226474,Supermarket Type3,Medium,91.312,3075.996
FDO27,Regular,0.178210285,Supermarket Type3,Medium,95.7752,3930.8832
FDC14,Regular,0.06904249,Grocery Store,,41.4454,41.9454
FDB49,Regular,0.052791124,Grocery Store,Small,98.5384,591.2304
FDZ23,Regular,0.06760774900000001,Supermarket Type1,Medium,188.024,2796.36
FDJ52,Low Fat,0.017887474,Supermarket Type1,,160.6578,1765.0358
FDJ56,Low Fat,0.184440421,Supermarket Type1,,99.67,3295.71
NCR54,low fat,0.091074449,Supermarket Type1,,196.811,3338.987
DRF01,Low Fat,-99.0,Supermarket Type1,Small,147.5102,1166.4816
DRK12,Low Fat,0.041951439000000014,Supermarket Type1,Medium,32.49,865.54
FDL58,Regular,0.074087369,Supermarket Type1,High,264.9568,6855.0768
FDD44,Regular,-99.0,Supermarket Type1,High,257.5646,5153.292
FDT50,Regular,0.108679906,Supermarket Type2,Medium,95.6752,1246.3776
DRM23,Low Fat,0.136500981,Supermarket Type1,,173.3422,4138.6128
NCM31,Low Fat,0.081361288,Supermarket Type1,,141.9154,2694.4926
FDY21,Low Fat,-99.0,Grocery Store,,197.211,196.411
FDR22,Regular,0.018591464,Supermarket Type1,Medium,112.9544,1342.2528
NCV06,Low Fat,0.066952965,Supermarket Type2,Medium,192.0478,3099.9648
FDR45,Low Fat,0.029107004,Supermarket Type1,,240.5222,4541.4218
FDH60,Regular,-99.0,Supermarket Type1,Medium,194.411,5106.686
FDR08,Low Fat,0.06587293599999999,Grocery Store,Small,113.1886,111.1886
FDA47,Regular,0.117149075,Supermarket Type2,Medium,164.12099999999995,1794.331
FDS37,Low Fat,0.031994534,Supermarket Type1,Medium,114.3492,1853.5872
FDF12,Low Fat,0.08276363,Supermarket Type2,Medium,146.5076,1625.8836
FDP24,Low Fat,0.083004078,Supermarket Type1,Small,119.4756,1090.5804
FDU20,Regular,0.021490911,Supermarket Type1,Medium,122.1098,2892.2352
FDW44,Regular,0.058835928,Grocery Store,,170.2448,170.4448
FDY39,Regular,0.07871639,Grocery Store,,183.5608,551.2824
DRD37,Low Fat,0.013869809,Supermarket Type1,,47.40600000000001,978.726
FDZ35,Regular,0.022274264,Supermarket Type1,Small,101.699,2992.771
FDB50,LF,0.15361856599999998,Supermarket Type1,Small,79.6986,1480.0734
FDY10,Low Fat,0.049267759,Supermarket Type2,Medium,113.0176,2862.94
FDK41,Low Fat,0.12826315,Supermarket Type1,,83.4224,681.7792
FDL24,Regular,0.02494708,Supermarket Type1,,172.3422,5690.5926
FDZ07,Regular,0.157154813,Grocery Store,,62.2194,185.7582
DRI03,Low Fat,0.022832115,Supermarket Type1,,176.7028,1416.8224
FDW56,Low Fat,0.070900282,Supermarket Type1,Small,192.6162,5580.0698
FDR20,Regular,0.028180789,Supermarket Type1,,46.8744,905.488
FDC50,Low Fat,0.136497913,Supermarket Type1,Small,96.3094,2856.282
NCX05,Low Fat,0.162462044,Grocery Store,,117.6492,347.5476
FDU23,Low Fat,-99.0,Supermarket Type1,Small,164.7184,3962.8416
FDN45,Low Fat,0.118080437,Supermarket Type1,Small,222.6088,6040.1376
FDQ51,Regular,0.017466284,Supermarket Type3,Medium,45.4718,1323.6104
FDH21,Low Fat,0.031073804,Supermarket Type3,Medium,157.5604,5704.5744
DRZ11,Regular,0.113302223,Supermarket Type1,,125.1388,1114.5492
NCI43,Low Fat,0.025968706,Supermarket Type1,Small,49.5376,1006.6896
DRF03,Low Fat,0.045400017,Supermarket Type1,,38.8138,690.4346
NCF30,Low Fat,0.126958147,Supermarket Type1,,125.8362,2516.724
FDB12,Regular,0.105307659,Supermarket Type1,Small,102.0648,1038.648
FDW19,Regular,0.038500421,Supermarket Type1,Small,110.757,1208.427
FDB45,Low Fat,0.02137305,Supermarket Type1,,103.3306,522.653
FDY55,Low Fat,-99.0,Supermarket Type3,Medium,255.7988,9251.9568
FDK40,Low Fat,-99.0,Grocery Store,,263.291,525.982
FDU11,Low Fat,0.09297084,Supermarket Type2,Medium,122.0098,2048.6666
FDP33,Low Fat,0.088839949,Supermarket Type3,Medium,254.2672,10993.6896
FDN49,Regular,0.209600084,Grocery Store,,40.348,39.948
FDR15,Regular,0.033505804,Supermarket Type1,,153.4314,2482.1024
FDO38,Low Fat,0.072986772,Supermarket Type1,,78.8986,1635.8706
DRC24,Low Fat,0.024961677,Supermarket Type1,,153.1998,3383.5956
NCU17,Low Fat,0.092433518,Supermarket Type3,Medium,101.6674,1426.1436
FDK22,Low Fat,0.026081567000000003,Supermarket Type1,Small,217.585,4327.7
DRP35,Low Fat,0.09079168,Supermarket Type1,High,127.1336,3579.3408
NCL29,Low Fat,0.113917889,Supermarket Type1,Small,158.2604,2693.8268
FDG53,Low Fat,0.045928229,Supermarket Type1,Medium,138.118,1957.452
DRM23,Low Fat,0.135620265,Supermarket Type1,High,172.9422,2931.5174
FDR09,Low Fat,0.077709902,Supermarket Type1,Small,259.6962,5438.9202
NCJ30,Low Fat,0.134975628,Grocery Store,,170.579,509.337
FDZ04,Low Fat,0.037955094,Supermarket Type1,Small,62.151,1201.769
FDM10,Low Fat,0.076125668,Supermarket Type1,,214.0218,2564.6616
FDR21,Low Fat,0.067039526,Supermarket Type1,Medium,178.33700000000005,1411.496
DRJ49,Low Fat,0.014021626,Supermarket Type1,,127.1652,1291.652
FDJ15,Regular,0.023358738,Supermarket Type1,Medium,184.4608,4042.7376
FDO34,Low Fat,0.029933275,Supermarket Type1,Small,169.0816,5201.2296
NCG30,Low Fat,0.111777297,Supermarket Type3,Medium,124.6046,2863.6058
FDS60,Low Fat,0.032448523,Supermarket Type1,Small,177.866,1078.596
FDX57,Regular,0.047266211,Supermarket Type1,Small,97.0068,1846.9292
FDS40,Low Fat,0.01404119,Supermarket Type1,Medium,38.419,476.047
FDT08,LF,0.04917754,Supermarket Type1,High,151.805,2696.49
NCN29,Low Fat,0.020280476,Grocery Store,,49.1034,194.4136
FDY27,Low Fat,0.031962866,Supermarket Type1,,178.0344,535.3032
NCR29,Low Fat,0.054376275,Supermarket Type3,Medium,56.293,2546.685
FDZ02,Regular,0.06385097099999999,Grocery Store,,97.2726,195.7452
FDP40,Regular,0.060154968,Grocery Store,Small,110.1544,111.8544
FDE11,Regular,0.134441765,Supermarket Type3,Medium,183.9924,6478.234
DRL35,Low Fat,0.03067808,Supermarket Type1,High,44.777,605.878
FDD56,Regular,0.103758647,Supermarket Type1,Small,177.0054,2976.7918
FDO39,Regular,0.13670167800000002,Supermarket Type3,Medium,182.1608,5880.3456
FDG32,Low Fat,0.308145448,Grocery Store,Small,222.0772,889.5088
FDU50,Regular,0.07480619599999999,Supermarket Type3,Medium,112.9176,3435.528
FDX24,low fat,0.013926425,Supermarket Type1,Small,93.0462,1110.5544
NCN43,Low Fat,0.006754117,Supermarket Type1,High,122.173,2586.633
FDK34,Low Fat,-99.0,Supermarket Type2,Medium,238.7564,1906.8512
NCN41,Low Fat,0.052209303,Supermarket Type1,Small,122.373,2586.633
FDW16,Regular,0.041538713,Supermarket Type1,Medium,93.1804,1378.206
FDP46,Low Fat,0.13064231,Grocery Store,Small,88.383,89.883
NCD07,Low Fat,0.055382616,Supermarket Type1,High,115.0518,683.1108
FDG44,Low Fat,-99.0,Supermarket Type1,Small,54.1298,1348.245
FDC20,low fat,0.041970938,Grocery Store,Small,55.4272,111.8544
FDB23,reg,0.005583951,Supermarket Type1,High,226.9062,4514.124
DRK59,Low Fat,0.075757177,Supermarket Type2,Medium,233.8616,937.4464
FDT31,Low Fat,0.012467648,Supermarket Type1,Medium,188.1872,2458.1336
FDB15,Low Fat,0.137368051,Supermarket Type2,Medium,264.3568,4745.8224
FDI56,Low Fat,0.092933158,Supermarket Type3,Medium,91.0146,3466.1548
NCQ17,LF,0.117593973,Supermarket Type1,,154.463,2503.408
FDH44,Regular,0.026018497,Supermarket Type1,,148.2418,3089.9778
FDP40,Regular,0.034410585,Supermarket Type1,Medium,111.3544,1342.2528
NCR17,Low Fat,0.02426524,Supermarket Type3,Medium,114.0492,3938.8728
NCO53,Low Fat,0.17617540199999998,Supermarket Type1,,184.0608,2021.3688
FDG38,Regular,0.088257771,Grocery Store,,84.1224,170.4448
FDO01,Regular,0.020750867,Supermarket Type1,Medium,128.7994,1927.491
NCQ43,Low Fat,0.111527348,Supermarket Type1,,110.2912,873.5296
FDU47,Regular,0.114318263,Supermarket Type2,Medium,142.2838,421.4514
FDZ02,Regular,0.038363204,Supermarket Type1,,98.1726,587.2356
FDS04,Regular,0.245483691,Grocery Store,,141.8838,280.9676
FDQ31,Regular,0.053930934000000014,Supermarket Type1,Medium,87.3856,878.8560000000001
FDT57,Low Fat,0.018942606,Supermarket Type3,Medium,236.0248,6636.6944
FDK50,Low Fat,0.028339599,Supermarket Type1,High,162.4894,1779.6834
FDB49,Regular,0.030151351,Supermarket Type1,Small,98.7384,492.692
FDN56,Regular,0.107274301,Supermarket Type1,,145.5786,3900.9222
FDU02,Low Fat,0.102670882,Supermarket Type1,Medium,228.6352,3435.528
FDK26,reg,0.032177405,Supermarket Type1,Small,185.424,5219.872
DRA24,Regular,0.039734882,Supermarket Type3,Medium,165.7868,4913.604
FDF53,Regular,0.083536989,Supermarket Type1,High,180.3318,4149.9314
NCZ30,Low Fat,0.026225693,Supermarket Type1,Medium,119.0098,2530.7058
FDF14,Low Fat,0.0273235,Supermarket Type1,,151.934,1837.608
FDU40,Low Fat,0.03747983,Supermarket Type1,,192.7478,2131.2258
NCL18,Low Fat,0.168531813,Supermarket Type1,,192.5136,2916.204
FDP25,Low Fat,0.021293909,Supermarket Type2,Medium,218.4824,1528.6768
NCV05,Low Fat,0.030269774,Supermarket Type1,,152.4656,2934.8464
FDV49,Low Fat,0.025822315,Supermarket Type1,Small,262.7226,3171.8712
FDJ56,LF,0.183688161,Supermarket Type1,Medium,100.27,998.7
FDI40,Regular,0.125579201,Supermarket Type1,Small,99.7358,1105.8938
NCK05,Low Fat,0.077079177,Supermarket Type3,Medium,61.5536,918.804
NCI43,Low Fat,0.026074491,Supermarket Type2,Medium,48.6376,575.2512
NCE42,Low Fat,0.010593469,Supermarket Type1,High,234.2958,3739.1328
FDP40,Regular,0.034357169,Supermarket Type1,Small,112.6544,2684.5056
FDU40,Low Fat,0.037396901,Supermarket Type1,Small,193.8478,2712.4692
DRK47,Low Fat,0.064011067,Supermarket Type1,High,230.2694,4567.388
FDR32,Regular,0.085981978,Supermarket Type1,,228.4694,5480.8656
FDS43,Low Fat,0.040318693,Supermarket Type3,Medium,186.224,5033.448
FDH50,Regular,0.161762835,Supermarket Type1,,185.9266,2581.9724
FDZ09,Low Fat,0.104878967,Supermarket Type1,Small,164.8868,2456.802
FDS19,Regular,0.107469819,Grocery Store,,77.8012,227.7036
NCU30,Low Fat,0.034868095,Supermarket Type1,Small,163.821,2120.573
FDI27,Regular,0.046079575,Supermarket Type1,,43.5744,407.4696
FDQ09,Low Fat,0.058083831,Supermarket Type1,High,113.6834,230.3668
FDB35,Regular,0.064618976,Supermarket Type1,Small,89.8804,1286.3256
DRD12,Low Fat,0.077178965,Supermarket Type1,Small,93.1146,2189.1504
FDW07,Regular,0.142910689,Supermarket Type1,Medium,89.6514,1859.5794
DRE13,Low Fat,0.027682047,Supermarket Type1,High,85.5198,1744.396
FDR11,Regular,0.142511272,Supermarket Type1,Small,158.7578,2246.4092
DRG36,low fat,0.09557165,Supermarket Type1,,171.0106,4106.6544
DRD37,LF,0.02316823,Grocery Store,,47.506,186.424
FDX03,Regular,0.061045133,Supermarket Type1,High,44.7744,181.0976
FDU46,Regular,0.011148865,Supermarket Type1,,84.854,778.9860000000001
FDV03,Low Fat,0.058091269,Supermarket Type1,Small,156.2314,2947.4966
FDZ37,Regular,0.019672774,Supermarket Type3,Medium,86.4198,1918.8356
FDI24,Low Fat,0.07867827599999999,Supermarket Type1,High,177.037,3705.177
FDX33,Regular,0.117667492,Supermarket Type1,Medium,159.5578,1283.6624
FDG47,Low Fat,0.069902438,Supermarket Type2,Medium,261.3252,3410.2276
FDZ57,Regular,0.037757166,Supermarket Type1,Small,126.7994,1284.994
FDT04,Low Fat,0.107021498,Supermarket Type1,Small,40.5822,785.6439999999999
FDO49,Regular,0.032892112,Supermarket Type3,Medium,49.3008,1518.024
NCB43,Low Fat,0.100477461,Supermarket Type1,,187.7898,2245.0776
NCL53,Low Fat,0.036228067,Supermarket Type1,Small,175.2028,4427.57
FDM01,Regular,0.094488485,Supermarket Type1,High,100.7332,1230.3984
FDO12,Low Fat,0.055154296,Supermarket Type2,Medium,195.5452,1174.4712
FDO13,Low Fat,0.106907604,Grocery Store,Small,162.8526,493.3578
FDI04,reg,0.073060301,Supermarket Type1,,196.2426,2570.6538
NCK05,Low Fat,0.077439606,Supermarket Type1,Small,60.6536,980.0576
FDP28,Regular,0.080968973,Supermarket Type2,Medium,259.7936,2609.936
FDJ44,Regular,0.106492562,Supermarket Type1,Medium,176.3396,1395.5168
FDS25,Regular,0.139330557,Supermarket Type3,Medium,109.5228,3426.2068
FDC02,Low Fat,0.068822477,Supermarket Type1,Small,258.3278,7028.8506
FDT23,Regular,0.074669288,Supermarket Type1,High,76.3986,1402.1748
NCD31,Low Fat,0.025834128,Grocery Store,,165.1526,164.4526
FDV19,Regular,0.035227697,Supermarket Type1,High,159.5578,2085.9514
NCQ30,Low Fat,0.050901814,Grocery Store,Small,120.5414,365.5242
NCD18,Low Fat,0.07296514400000001,Supermarket Type2,Medium,231.3668,4607.335999999998
FDL10,Low Fat,0.039492207,Supermarket Type1,Small,97.3042,1091.2462
FDX20,Low Fat,0.042552205,Supermarket Type1,Small,225.172,3395.58
FDM32,Low Fat,0.020587886,Supermarket Type1,High,89.583,1797.66
FDR09,Low Fat,0.130095044,Grocery Store,,257.2962,517.9924
FDL34,Low Fat,0.040747616,Supermarket Type3,Medium,140.2496,4093.3384
NCK42,LF,0.013146636,Supermarket Type1,,214.5192,2804.3496
FDU23,Low Fat,0.02176755,Supermarket Type1,,164.6184,3797.7232
DRI01,Low Fat,-99.0,Supermarket Type2,Medium,172.0422,5690.5926
FDG16,Low Fat,0.08995645,Supermarket Type1,Medium,217.1192,3235.788
FDY56,Regular,0.06266564200000001,Supermarket Type2,Medium,225.6062,1579.9434
FDO24,Low Fat,0.176182345,Supermarket Type1,Small,158.1604,1901.5248
NCV29,Low Fat,0.022843501,Supermarket Type1,Small,177.8686,4621.9836
FDQ48,Regular,0.034411238,Supermarket Type1,Small,98.6726,782.9808
FDU15,Regular,-99.0,Supermarket Type1,,36.6532,755.0172
FDS47,Low Fat,0.128861359,Supermarket Type1,Small,86.2856,1406.1696
FDO50,Low Fat,0.078290271,Supermarket Type1,Medium,93.1804,1194.4452
FDW48,Low Fat,0.008539208000000001,Supermarket Type1,Small,81.2618,402.809
FDV20,Regular,0.100095288,Grocery Store,,125.2678,127.1678
FDW47,Low Fat,0.046447328,Supermarket Type1,Medium,121.5414,2436.828
FDA07,Regular,0.030794774,Supermarket Type3,Medium,122.9072,4532.7664
FDZ16,Regular,0.159081735,Supermarket Type3,Medium,193.5478,4649.9472
FDN09,low fat,0.034705807000000005,Supermarket Type3,Medium,241.6828,4873.656
FDB50,Low Fat,0.154487495,Supermarket Type1,,77.2986,1246.3776
NCL06,Low Fat,0.07217867900000001,Supermarket Type1,Medium,262.9594,5233.188
DRG03,Low Fat,0.061686402,Supermarket Type3,Medium,153.9998,5229.1932
DRM59,Low Fat,0.003599378,Supermarket Type1,,152.2998,3075.996
FDU25,Low Fat,0.026832182000000003,Supermarket Type1,,57.3246,1332.2658
NCU42,Low Fat,0.019616991,Supermarket Type1,,169.6474,2526.711
FDH21,LF,0.05226427,Grocery Store,,158.4604,158.4604
DRO47,Low Fat,0.112203445,Supermarket Type1,Small,111.786,1697.79
FDC44,Low Fat,0.17176107699999998,Supermarket Type3,Medium,115.7518,5351.0346
NCL29,Low Fat,0.114170506,Supermarket Type1,,158.9604,1743.0644
FDL48,Regular,0.08226641900000001,Supermarket Type1,Small,48.8034,340.2238
FDJ21,Regular,0.038685176,Supermarket Type2,Medium,146.6102,2770.3938
FDT40,LF,0.095795326,Supermarket Type1,Small,128.4678,508.6712
NCD43,Low Fat,0.026814124,Grocery Store,,103.7964,210.3928
FDM28,Low Fat,0.045203854,Supermarket Type1,Small,180.266,1617.894
FDR35,Low Fat,0.020697723,Supermarket Type1,Small,198.8742,5773.1518
NCP17,Low Fat,0.027827268,Supermarket Type2,Medium,65.6168,383.5008
FDT23,Regular,0.074883035,Supermarket Type1,,79.8986,1090.5804
FDX15,Low Fat,0.156298858,Supermarket Type1,Small,162.1578,1283.6624
NCU42,Low Fat,0.019412192,Supermarket Type3,Medium,166.5474,4379.6324
FDV23,Low Fat,0.105324246,Supermarket Type3,Medium,125.7046,3237.1196
FDY34,Regular,0.019227816,Grocery Store,Small,163.9842,331.5684
FDE16,Low Fat,0.044093978,Grocery Store,,208.3954,1041.977
FDV60,Regular,0.117599259,Supermarket Type1,,195.311,3338.987
FDQ44,Low Fat,0.036140297,Supermarket Type1,Small,120.0756,2302.3364
FDZ09,Low Fat,0.104791689,Supermarket Type1,High,165.2868,3111.9492
